Unnamed_0,MANDT,SPRAS,KTOPL,Unnamed_4,Unnamed_5,SAKNR,Unnamed_7,TXT20,Unnamed_9,TXT50,Unnamed_11,Unnamed_12,Unnamed_13,MCOD1
,800,1,4000,,,1002015010,,银行存款-人民币-上海银行-一般户1,,银行存款-人民币-上海银行-一般户1,,,,银行存款-人民币-上海银行-一般户1
,800,1,4000,,,1002015110,,银行存款-人民币-四川银行-一般户1,,银行存款-人民币-四川银行-一般户1,,,,银行存款-人民币-四川银行-一般户1
,800,1,4000,,,1002015210,,银行存款-人民币-徽商银行-一般户1,,银行存款-人民币-徽商银行-一般户1,,,,银行存款-人民币-徽商银行-一般户1
,800,1,4000,,,1002015310,,银行存款-人民币-渤海银行-一般户1,,银行存款-人民币-渤海银行-一般户1,,,,银行存款-人民币-渤海银行-一般户1
,800,1,4000,,,1002015320,,银行存款-人民币-渤海银行-大额存单户,,银行存款-人民币-渤海银行-大额存单户,,,,银行存款-人民币-渤海银行-大额存单户
,800,1,4000,,,1002015410,,银行存款-人民币-日照银行-一般户1,,银行存款-人民币-日照银行-一般户1,,,,银行存款-人民币-日照银行-一般户1
,800,1,4000,,,1002015500,,银行存款-新希望财务公司资金平台,,银行存款-新希望财务公司资金平台,,,,银行存款-新希望财务公司资金平台
,800,1,4000,,,1002015501,,银行存款-资金平台-分子公司-账户1,,银行存款-新希望财务公司资金平台-分子公司-账户1,,,,银行存款-新希望财务公司资金平台-分子公司-账户1
,800,1,4000,,,1002015502,,删除,,删除,,,,删除
,800,1,4000,,,1002015503,,银行存款-人民币-财务公司-保证金户1,,银行存款-人民币-财务公司-保证金户1,,,,银行存款-人民币-财务公司-保证金户1
,800,1,4000,,,1002015504,,银行存款-资金平台-分子公司-账户2,,银行存款-新希望财务公司资金平台-分子公司-账户2,,,,银行存款-新希望财务公司资金平台-分子公司-账户2
,800,1,4000,,,1002015505,,银行存款-新希望财务公司,,银行存款-新希望财务公司,,,,银行存款-新希望财务公司
,800,1,4000,,,1002015506,,银行存款-新希望财务公司-牛奶钱包,,银行存款-新希望财务公司-牛奶钱包,,,,银行存款-新希望财务公司-牛奶钱包
,800,1,4000,,,1002015507,,银行存款-新希望财务公司-电子汇票专户,,银行存款-新希望财务公司-电子汇票专户,,,,银行存款-新希望财务公司-电子汇票专户
,800,1,4000,,,1002015508,,银行存款-新希望财务公司-牛奶钱包资金平,,银行存款-新希望财务公司-牛奶钱包资金平台,,,,银行存款-新希望财务公司-牛奶钱包资金平台
,800,1,4000,,,1002015510,,银行存款-人民币-青岛银行-一般户1,,银行存款-人民币-青岛银行-一般户1,,,,银行存款-人民币-青岛银行-一般户1
,800,1,4000,,,1002015610,,银行存款-人民币-江苏银行-一般户1,,银行存款-人民币-江苏银行-一般户1,,,,银行存款-人民币-江苏银行-一般户1
,800,1,4000,,,1002020110,,银行存款-美元-中国银行-一般户1,,银行存款-美元-中国银行-一般户1,,,,银行存款-美元-中国银行-一般户1
,800,1,4000,,,1002020111,,银行存款-美元-中国银行-一般户2,,银行存款-美元-中国银行-一般户2,,,,银行存款-美元-中国银行-一般户2
,800,1,4000,,,1002020112,,银行存款-美元-中国银行-一般户3,,银行存款-美元-中国银行-一般户3,,,,银行存款-美元-中国银行-一般户3
,800,1,4000,,,1002020120,,银行存款-美元-中国银行-专用户,,银行存款-美元-中国银行-专用户,,,,银行存款-美元-中国银行-专用户
,800,1,4000,,,1002020210,,银行存款-美元-农业银行-一般户1,,银行存款-美元-农业银行-一般户1,,,,银行存款-美元-农业银行-一般户1
,800,1,4000,,,1002020211,,银行存款-美元-农业银行-一般户2,,银行存款-美元-农业银行-一般户2,,,,银行存款-美元-农业银行-一般户2
,800,1,4000,,,1002020212,,银行存款-美元-农业银行-一般户3,,银行存款-美元-农业银行-一般户3,,,,银行存款-美元-农业银行-一般户3
,800,1,4000,,,1002020510,,银行存款-美元-工商银行-一般户1,,银行存款-美元-工商银行-一般户1,,,,银行存款-美元-工商银行-一般户1
,800,1,4000,,,1002020603,,银行存款-美元-中信银行-保证金户,,银行存款-美元-中信银行-保证金户,,,,银行存款-美元-中信银行-保证金户
,800,1,4000,,,1002020604,,银行存款-美元-中信银行-保证金户1,,银行存款-美元-中信银行-保证金户1,,,,银行存款-美元-中信银行-保证金户1
,800,1,4000,,,1002020610,,银行存款-美元-中信实业银行-一般户,,银行存款-美元-中信实业银行-一般户,,,,银行存款-美元-中信实业银行-一般户
,800,1,4000,,,1002021810,,银行存款-美元-邮政储蓄银行-一般户1,,银行存款-美元-邮政储蓄银行-一般户1,,,,银行存款-美元-邮政储蓄银行-一般户1
,800,1,4000,,,1002021820,,银行存款-美元-邮政储蓄银行—专用户1,,银行存款-美元-邮政储蓄银行-一专用户1,,,,银行存款-美元-邮政储蓄银行-一专用户1
,800,1,4000,,,1002022202,,银行存款-美元-汇丰银行-贷款户,,银行存款-美元-汇丰银行-贷款户,,,,银行存款-美元-汇丰银行-贷款户
,800,1,4000,,,1002022210,,银行存款-美元-汇丰银行-一般户1,,银行存款-美元-汇丰银行-一般户1,,,,银行存款-美元-汇丰银行-一般户1
,800,1,4000,,,1002022211,,银行存款-美元-汇丰银行-一般户2,,银行存款-美元-汇丰银行-一般户2,,,,银行存款-美元-汇丰银行-一般户2
,800,1,4000,,,1002022212,,银行存款-美元-汇丰银行-一般户3,,银行存款-美元-汇丰银行-一般户3,,,,银行存款-美元-汇丰银行-一般户3
,800,1,4000,,,1002022213,,银行存款-美元-汇丰银行-一般户4,,银行存款-美元-汇丰银行-一般户4,,,,银行存款-美元-汇丰银行-一般户4
